,Unnamed: 0,age,human_norm_rating,human_rating,norm_r,norm_s,norm_t,post_tran,pre_tran,rotate,scale,session_id,spatial,category,translate,has_ref
115,115,5,1.42089520039,4.0,-0.553531437692,-0.636276901169,-0.490157556006,-0.702370405197,-0.420652270317,0.0152932,0.0445340333809,CDM_photodraw_e11533147693749,-1.67996589487,shape,0.0415246,True
116,116,5,0.188011312169,2.0,-0.6146811297,-0.591755245703,-0.499450785348,-0.599182009697,-0.188063800335,0.00840741,0.0492435913695,CDM_photodraw_e11533147693749,-1.70588716075,circle,0.0407537,False
117,117,6,-10.0,-10.0,0.264837309782,-0.309532104596,-0.769882674235,-0.664867520332,-0.431663781404,0.107446,0.0790975182925,CDM_photodraw_e11533147991237,-0.814577469049,square,0.0183206,True
118,118,6,-10.0,-10.0,-0.428102365658,-0.884980101135,-0.46481545363,-0.672177374363,-0.408287793398,0.0294172,0.0182258889524,CDM_photodraw_e11533147991237,-1.77789792042,shape,0.0436268,True
119,119,6,-0.461557375421,1.0,-0.285080010234,-0.352312987662,-0.27580932371,-0.649358153343,-0.183888658881,0.0455223,0.0745721014477,CDM_photodraw_e11533147991237,-0.913202321606,circle,0.0593054,False
120,120,7,0.266175331293,3.0,-0.470321450291,-0.703032834455,-0.437632546843,-0.699852287769,-0.164254546165,0.0246631,0.0374725048819,CDM_photodraw_e11533148420272,-1.61098683159,square,0.0458817,True
121,121,7,-0.980797221746,0.0,0.186413945846,-0.859063291902,0.708166333945,-0.500876843929,-0.199722021818,0.0986151,0.0209674023729,CDM_photodraw_e11533148420272,0.0355169878897,shape,0.140929,True
122,122,7,-0.185923092152,1.0,-0.168299718521,0.595992081674,-0.0312017387481,-0.642313659191,-0.0155383935198,0.0586724,0.174885031598,CDM_photodraw_e11533148420272,0.396490624405,circle,0.0795963,False
123,123,5,0.278543007266,2.0,-0.557238184695,-0.708846852232,0.0627082183073,-0.524340987206,-0.236917600036,0.0148758,0.0368574906022,CDM_photodraw_e11533148939408,-1.20337681862,square,0.0873864,True
124,124,5,-1.17322319175,0.0,0.400230373519,0.0971093384178,3.47517142411,-0.264264315367,-0.0108928950503,0.122692,0.122112573245,CDM_photodraw_e11533148939408,3.97251113604,circle,0.37046,False
125,125,5,1.35866875035,3.0,-0.291331926597,-0.685786125547,-0.527336500892,-0.793889582157,-0.446517318487,0.0448183,0.0392968839367,CDM_photodraw_e11533153765735,-1.50445455304,square,0.0384405,True
126,126,5,-0.473631733463,1.0,-0.542916500719,-0.032252481177,-0.525290760823,-0.540483057499,-0.292203515768,0.0164885,0.108428513555,CDM_photodraw_e11533153765735,-1.10045974272,shape,0.0386102,True
127,127,5,-0.589873812189,1.0,-0.582916332655,-0.779491178775,-0.1984497293,-0.0857311636209,-0.0118910977617,0.0119843,0.0293846428624,CDM_photodraw_e11533153765735,-1.56085724073,circle,0.0657226,False
128,128,5,-10.0,-10.0,-0.435869306072,-0.774967241338,-0.314250431149,-0.694597780704,-0.163949906826,0.0285426,0.0298631907842,CDM_photodraw_e11533154273996,-1.52508697856,square,0.0561166,True
